timestamp,estado,codigo_http,web_az,region,app_az,app_status
2026-06-16 10:31:19.062,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:19.712,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:20.350,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:20.977,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:21.640,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:22.265,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:22.892,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:23.544,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:24.159,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:24.780,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:25.392,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:26.001,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:26.590,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:27.180,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:27.769,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:28.357,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:28.941,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:29.520,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:30.108,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:30.690,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:31.278,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:31.911,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:32.510,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:33.094,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:33.688,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:34.270,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:34.854,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:35.511,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:36.118,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:36.698,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:37.286,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:37.893,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:40.318,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:40.908,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:41.501,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:42.111,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:42.704,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:43.301,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:43.884,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:44.467,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:45.056,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:45.648,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:46.228,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:46.816,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:47.400,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:47.992,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:48.577,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:49.163,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:49.753,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:31:50.327,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:50.913,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:31:51.493,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:52.084,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:52.667,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:31:53.255,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:31:53.837,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:54.429,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:31:55.030,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:55.629,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:31:56.207,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:56.797,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:31:57.382,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:57.975,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:31:58.553,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:31:59.143,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:31:59.724,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:32:00.311,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:32:00.905,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:32:01.651,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:32:02.344,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:03.000,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:03.607,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:32:04.260,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:32:04.953,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:05.603,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:32:06.231,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:32:06.891,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:32:07.573,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:08.173,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:32:08.762,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:32:09.345,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:32:10.012,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:10.607,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:32:11.216,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:11.843,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:32:15.385,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:15.990,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:32:17.605,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:32:18.209,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:32:18.812,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:32:19.417,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:20.012,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:32:20.624,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:32:21.272,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:21.889,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:22.484,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:32:23.078,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:32:23.698,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:24.293,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:32:24.892,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:25.519,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:32:26.129,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:32:26.714,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:32:27.307,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:32:27.896,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:28.490,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:32:29.091,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 10:32:29.676,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:32:30.262,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:32:30.858,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 10:32:31.444,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 10:32:32.034,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 10:32:32.643,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
