timestamp,estado,codigo_http,web_az,region,app_az,app_status
2026-06-05 12:07:55.958,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:07:56.646,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:07:57.329,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:07:57.949,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:07:58.569,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:07:59.154,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:07:59.753,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:00.389,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:00.977,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:01.559,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:02.180,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:02.776,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:03.368,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:03.952,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:04.558,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:05.144,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:05.759,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:06.346,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:06.936,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:07.528,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:08.112,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:08.694,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:09.278,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:09.859,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:10.448,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:11.089,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:11.668,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:12.257,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:12.843,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:13.427,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:14.011,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:14.604,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:15.183,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:15.764,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:16.351,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:16.940,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:17.523,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:18.106,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:18.695,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:19.276,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:19.862,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:20.449,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:21.023,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:21.607,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:22.187,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:22.775,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:23.354,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:23.937,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:24.529,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:25.170,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:25.757,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:26.351,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:26.937,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:27.525,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:28.117,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:28.707,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:29.296,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-05 12:08:29.881,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:30.466,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:31.050,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:31.633,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:32.230,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:32.819,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-05 12:08:33.418,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-05 12:08:34.006,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-05 12:08:34.584,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
