timestamp,estado,codigo_http,web_az,region,app_az,app_status
2026-06-16 09:52:01.780,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:02.472,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:03.144,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:03.835,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:04.474,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:05.102,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:05.697,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:06.347,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:06.964,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:07.568,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:08.169,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:08.785,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:09.388,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:10.002,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:10.598,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:11.244,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:11.843,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:12.446,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:13.049,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:13.651,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:14.245,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:14.875,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:15.477,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:16.077,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:16.667,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:17.331,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:17.928,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:18.530,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:19.132,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:19.729,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:20.322,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:20.924,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:21.516,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:22.107,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:22.730,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:23.330,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:23.918,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:24.520,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:25.126,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 09:52:25.721,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:26.311,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:26.923,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:27.517,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 09:52:28.109,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:28.742,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 09:52:29.333,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 09:52:29.933,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:31.551,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:32.156,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:32.751,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:36.297,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:36.885,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 09:52:37.480,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 09:52:38.079,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:38.683,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:39.286,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 09:52:39.875,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:40.468,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 09:52:41.059,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:41.665,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 09:52:42.253,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-16 09:52:42.850,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:43.450,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-16 09:52:44.046,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-16 09:52:44.642,FAIL,500,Desconocida,Desconocida,Desconocida,Desconocido
2026-06-16 09:52:45.260,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
