timestamp,estado,codigo_http,web_az,region,app_az,app_status
2026-06-12 10:02:24.867,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-12 10:02:25.522,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-12 10:02:26.156,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-12 10:02:26.796,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-12 10:02:27.417,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-12 10:02:28.142,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-12 10:02:28.730,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-12 10:02:29.350,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-12 10:02:29.938,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-12 10:02:30.570,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-12 10:02:31.328,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-12 10:02:32.035,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-12 10:02:32.628,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-12 10:02:33.223,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-12 10:02:33.826,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-12 10:02:34.414,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-12 10:02:35.010,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-12 10:02:35.609,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-12 10:02:36.204,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-12 10:02:37.524,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-12 10:02:38.112,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-12 10:02:38.730,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
2026-06-12 10:02:39.323,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-12 10:02:39.914,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-12 10:02:40.499,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-12 10:02:41.098,OK,200,eu-central-1a,eu-central-1,eu-central-1b,Desconocido
2026-06-12 10:02:41.687,OK,200,eu-central-1c,eu-central-1,eu-central-1c,Desconocido
2026-06-12 10:02:42.283,OK,200,eu-central-1a,eu-central-1,eu-central-1a,Desconocido
2026-06-12 10:02:42.870,OK,200,eu-central-1c,eu-central-1,eu-central-1a,Desconocido
2026-06-12 10:02:43.450,OK,200,eu-central-1b,eu-central-1,eu-central-1b,Desconocido
2026-06-12 10:02:44.031,OK,200,eu-central-1b,eu-central-1,eu-central-1a,Desconocido
2026-06-12 10:02:44.617,OK,200,eu-central-1a,eu-central-1,eu-central-1c,Desconocido
2026-06-12 10:02:45.207,OK,200,eu-central-1c,eu-central-1,eu-central-1b,Desconocido
2026-06-12 10:02:45.791,OK,200,eu-central-1b,eu-central-1,eu-central-1c,Desconocido
